model_name,doi,overall_precision,overall_recall,overall_f1,num_target_items,num_extracted_items,num_matched_items,num_target_materials,num_extracted_materials,num_matched_materials,avg_process_edit_distance,input_tokens,output_tokens,cost_usd,elapsed_seconds,avg_paper_time,max_paper_time,avg_attempts,num_hallucinated,num_total_numbers,hallucination_rate,value_precision,value_recall,value_f1,measurement_precision,measurement_recall,measurement_f1,config_precision,config_recall,config_f1,process_precision,process_recall,process_f1,material_precision,material_recall,material_f1
knowmat2,doi_10_1016__j_proeng_2012_03_043,0.9139,0.9065,0.9102,12,20,10.53,4,4,4,0.0000,0,0,0.000000,,,,1.00,0,31,0.0000,0.8279,0.8131,0.8204,0.5267,0.8778,0.6583,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
knowmat2,doi_10_1038__ncomms10602,0.6160,0.6585,0.6236,19,29,5.33,1,2,1,1.0000,0,0,0.000000,,,,1.00,0,38,0.0000,0.3819,0.3741,0.3780,0.1839,0.2807,0.2222,1.0000,1.0000,1.0000,1.0000,0.8571,0.9231,0.5000,1.0000,0.6667
knowmat2,doi_10_1038__s41467_019_08460_2,0.5397,0.3125,0.3107,18,13,1.00,5,1,1,3.0000,0,0,0.000000,,,,1.00,0,15,0.0000,0.3793,0.1250,0.1880,0.0769,0.0556,0.0645,0.6667,0.1333,0.2222,0.5000,1.0000,0.6667,1.0000,0.2000,0.3333
knowmat2,doi_10_1038__s41467_019_10533_1,0.6419,0.6733,0.6313,18,38,14.00,7,11,7,1.1429,0,0,0.000000,,,,1.00,0,81,0.0000,0.5619,0.7108,0.6277,0.3684,0.7778,0.5000,0.5000,0.1667,0.2500,0.9524,0.7143,0.8163,0.6364,1.0000,0.7778
knowmat2,doi_10_1038__s41598_017_16509_9,0.2812,0.1988,0.1518,16,28,0.00,3,8,3,6.6667,0,0,0.000000,,,,1.00,0,63,0.0000,0.0500,0.0455,0.0476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1304,0.2308,0.3750,1.0000,0.5455
knowmat2,doi_10_1038__s41598_019_43329_w,0.4694,0.5602,0.4476,44,97,29.50,5,18,5,1.0000,0,0,0.000000,,,,1.00,0,179,0.0000,0.3263,0.4860,0.3904,0.3041,0.6705,0.4184,0.8750,0.2258,0.3590,0.6667,0.6667,0.6667,0.2778,1.0000,0.4348
knowmat2,doi_10_1155__2019__2157592,0.4500,0.2388,0.2029,18,3,0.00,12,1,1,2.0000,0,0,0.000000,,,,1.00,0,5,0.0000,0.4000,0.0526,0.0930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,1.0000,0.6667,1.0000,0.0833,0.1538
knowmat2,doi_10_3390__coatings9010016,0.2227,0.0885,0.1235,43,6,0.00,3,1,1,5.0000,0,0,0.000000,,,,1.00,0,16,0.0000,0.0455,0.0104,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.1667,0.2000,1.0000,0.3333,0.5000
knowmat2,doi_10_3390__e16020870,0.6678,0.6254,0.6364,47,54,34.20,6,6,6,1.0000,0,0,0.000000,,,,1.00,0,101,0.0000,0.7357,0.5508,0.6299,0.6333,0.7277,0.6772,0.0000,0.0000,0.0000,0.7500,1.0000,0.8571,1.0000,1.0000,1.0000
knowmat2,doi_10_3390__e18050189,0.4284,0.5014,0.4605,10,25,5.70,1,1,1,2.0000,0,0,0.000000,,,,1.00,0,36,0.0000,0.3568,0.4361,0.3925,0.2280,0.5700,0.3257,0.0000,0.0000,0.0000,0.5000,0.6667,0.5714,1.0000,1.0000,1.0000
