model_name,doi,overall_precision,overall_recall,overall_f1,num_target_items,num_extracted_items,num_matched_items,num_target_materials,num_extracted_materials,num_matched_materials,avg_process_edit_distance,input_tokens,output_tokens,cost_usd,elapsed_seconds,avg_paper_time,max_paper_time,avg_attempts,num_hallucinated,num_total_numbers,hallucination_rate,value_precision,value_recall,value_f1,measurement_precision,measurement_recall,measurement_f1,config_precision,config_recall,config_f1,process_precision,process_recall,process_f1,material_precision,material_recall,material_f1
claude_code,doi_10_1016__j_proeng_2012_03_043,0.7748,0.7369,0.7550,12,16,10.33,4,4,4,0.0000,263804,9345,0.583018,,,,1.00,0,35,0.0000,0.8497,0.7738,0.8100,0.6458,0.8611,0.7381,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude_code,doi_10_1038__ncomms10602,0.8024,0.8024,0.8024,19,19,16.33,1,1,1,0.0000,1206592,21872,1.560136,,,,1.00,0,40,0.0000,0.9048,0.9048,0.9048,0.8596,0.8596,0.8596,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude_code,doi_10_1038__s41467_019_08460_2,0.9296,0.6094,0.7135,18,11,8.00,5,5,5,0.8000,381944,17664,0.919807,,,,1.00,0,39,0.0000,0.8592,0.5083,0.6387,0.7273,0.4444,0.5517,1.0000,0.2667,0.4211,1.0000,0.8261,0.9048,1.0000,1.0000,1.0000
claude_code,doi_10_1038__s41467_019_10533_1,0.9420,0.7967,0.8601,18,18,16.00,7,7,7,1.0000,221291,13041,0.769114,,,,1.00,0,53,0.0000,0.9589,0.8434,0.8974,0.8889,0.8889,0.8889,0.7500,0.5000,0.6000,1.0000,0.7500,0.8571,1.0000,1.0000,1.0000
claude_code,doi_10_1038__s41598_017_16509_9,0.7664,0.8422,0.7997,16,19,13.12,3,3,3,1.3333,427008,30216,1.388455,,,,1.00,0,46,0.0000,0.6874,0.8540,0.7617,0.6904,0.8198,0.7495,0.6667,0.6667,0.6667,0.8636,0.8261,0.8444,1.0000,1.0000,1.0000
claude_code,doi_10_1038__s41598_019_43329_w,0.7924,0.7522,0.7558,44,44,39.50,5,5,5,0.0000,334126,31380,1.374887,,,,1.00,0,138,0.0000,0.7349,0.7657,0.7500,0.8977,0.8977,0.8977,0.5000,0.1290,0.2051,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude_code,doi_10_1155__2019__2157592,0.8489,0.9871,0.9076,18,17,17.00,12,12,12,1.3333,250186,18524,0.829186,,,,1.00,0,87,0.0000,0.8433,0.9741,0.9040,1.0000,0.9444,0.9714,1.0000,1.0000,1.0000,0.6364,1.0000,0.7778,1.0000,1.0000,1.0000
claude_code,doi_10_3390__coatings9010016,0.6910,0.5262,0.5908,43,17,11.00,3,2,2,1.0000,570985,25412,1.356966,,,,1.00,0,63,0.0000,0.5570,0.4400,0.4916,0.6471,0.2558,0.3667,0.7500,0.3750,0.5000,0.7500,0.7500,0.7500,1.0000,0.6667,0.8000
claude_code,doi_10_3390__e16020870,0.9948,0.9482,0.9703,47,47,45.20,6,6,6,0.0000,250409,14115,0.734455,,,,1.00,0,138,0.0000,0.9896,0.8963,0.9407,0.9617,0.9617,0.9617,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude_code,doi_10_3390__e18050189,0.9700,0.9569,0.9634,10,10,8.90,1,1,1,0.0000,208953,13243,0.657090,,,,1.00,0,29,0.0000,0.9400,0.9139,0.9268,0.8900,0.8900,0.8900,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
